image,model,gt_count,pred_count,true_positives,false_negatives,false_positives,splits,merges,precision,recall,f1_score,PQ,RQ,SQ
cell_00007.tiff,maunet_wide,25,68,18,7,50,0,2,0.2647058823529412,0.72,0.38709677419354843,0.2799265461583291,0.3870967741935484,0.7231435775756836
cell_00007.tiff,maunet_ensemble,25,22,19,6,3,0,1,0.8636363636363636,0.76,0.8085106382978724,0.610620267847751,0.8085106382978723,0.7552408576011658
cell_00008.tiff,unet,16,18,11,5,7,0,3,0.6111111111111112,0.6875,0.6470588235294118,0.4675321438733269,0.6470588235294118,0.7225496768951416
cell_00008.tiff,nnunet,16,16,7,9,9,0,3,0.4375,0.4375,0.4375,0.3373858407139778,0.4375,0.7711676359176636
cell_00008.tiff,sac,16,170,0,16,170,0,1,0.0,0.0,0.0,0.0,0.0,0.0
cell_00008.tiff,lstmunet,16,160,12,4,148,0,2,0.075,0.75,0.13636363636363635,0.09107956832105463,0.13636363636363635,0.6679168343544006
cell_00008.tiff,maunet_resnet50,16,18,7,9,11,0,0,0.3888888888888889,0.4375,0.411764705882353,0.27369370530633363,0.4117647058823529,0.6646847128868103
cell_00008.tiff,maunet_wide,16,23,6,10,17,0,0,0.2608695652173913,0.375,0.30769230769230765,0.23367287562443662,0.3076923076923077,0.759436845779419
cell_00008.tiff,maunet_ensemble,16,11,11,5,0,0,0,1.0,0.6875,0.8148148148148148,0.647409509729456,0.8148148148148148,0.7945480346679688
cell_00009.png,unet,290,299,260,30,39,0,16,0.8695652173913043,0.896551724137931,0.8828522920203735,0.7483961505274619,0.8828522920203735,0.8477025628089905
cell_00009.png,nnunet,290,288,266,24,22,0,14,0.9236111111111112,0.9172413793103448,0.9204152249134949,0.81715547914736,0.9204152249134948,0.8878117799758911
cell_00009.png,sac,290,421,0,290,421,0,0,0.0,0.0,0.0,0.0,0.0,0.0
cell_00009.png,lstmunet,290,365,278,12,87,0,4,0.7616438356164383,0.9586206896551724,0.8488549618320611,0.6984110304417501,0.8488549618320611,0.8227683901786804
cell_00009.png,maunet_resnet50,290,300,289,1,11,0,0,0.9633333333333334,0.996551724137931,0.9796610169491525,0.9026056584665331,0.9796610169491525,0.9213448762893677
