image,false_negative_rate,false_positive_rate,under_segmentation_rate,over_segmentation_rate,boundary_f1,gt_num_cells,total_error_rate
cell_00047.png,0.6797877045555064,2.3808049535603715,0.08093763821318001,0.2118531623175586,0.0,323,3.3533834586466167
cell_00088.tif,0.7142857142857143,2.5634920634920633,0.031746031746031744,0.023809523809523808,0.0,18,3.333333333333333
cell_00027.tiff,0.6335403726708074,2.56832298136646,0.024844720496894408,0.07763975155279502,0.0,46,3.304347826086957
cell_00057.png,0.4484304932735426,2.682895579756566,0.0064061499039077515,0.16079436258808455,0.0,223,3.298526585522101
cell_00028.tiff,0.8470290771175727,2.316055625790139,0.005056890012642225,0.1099873577749684,0.0,113,3.2781289506953226
cell_00010.png,0.4712430426716141,2.4285714285714284,0.12987012987012986,0.1910946196660482,0.0,77,3.2207792207792205
cell_00048.png,0.5691964285714286,2.3188244047619047,0.011532738095238094,0.28125,0.0,384,3.180803571428571
cell_00095.tif,0.6142857142857142,2.357142857142857,0.0,0.028571428571428574,0.0,10,3.0
cell_00078.tif,0.9838709677419354,1.327188940092166,0.5268817204301075,0.1259600614439324,0.0,186,2.963901689708141
cell_00068.png,0.5530212084833933,2.1384553821528614,0.040416166466586634,0.19447779111644659,0.0,357,2.926370548219288
cell_00065.png,0.5349753694581281,2.08440065681445,0.010509031198686371,0.26108374384236455,0.0,435,2.8909688013136288
cell_00059.png,0.5616345829111786,2.066869300911854,0.016886187098953058,0.2137791286727457,0.0,423,2.8591691995947315
cell_00052.png,0.5622119815668203,1.8444700460829495,0.044162826420890935,0.206605222734255,0.0,372,2.6574500768049156
cell_00080.tif,0.5428571428571428,2.073469387755102,0.008163265306122448,0.024489795918367346,0.0,35,2.6489795918367345
cell_00061.png,0.4974971120523681,2.0512129380053907,0.012706969580284944,0.07624181748170966,0.0,371,2.637658837119753
cell_00054.png,0.45887445887445893,1.9279811097992916,0.013774104683195593,0.08618654073199528,0.0,363,2.4868162140889414
cell_00045.png,0.45044206607724524,1.7156817124243837,0.01907864122847836,0.1330851558864588,0.0,307,2.318287575616566
cell_00083.tif,0.5851648351648352,1.6565934065934067,0.016483516483516484,0.05494505494505495,0.0,52,2.313186813186813
cell_00093.tif,0.5178571428571429,1.7232142857142858,0.0,0.044642857142857144,0.0,16,2.285714285714286
cell_00098.tif,0.3021978021978022,1.8846153846153848,0.03846153846153847,0.06043956043956045,0.0,26,2.2857142857142856
cell_00082.tif,0.5490196078431372,1.6414565826330532,0.0,0.07282913165266106,0.0,51,2.2633053221288515
cell_00097.tif,0.3982683982683982,1.7575757575757576,0.017316017316017316,0.08658008658008658,0.0,33,2.25974025974026
cell_00030.tiff,0.4761904761904762,1.652014652014652,0.03296703296703297,0.02747252747252747,0.0,78,2.1886446886446884
cell_00079.tif,0.5714285714285714,1.5714285714285714,0.017142857142857144,0.017142857142857144,0.0,50,2.1771428571428575
cell_00069.png,0.5229417507321835,1.4419134396355353,0.03416856492027335,0.1077123332248617,0.0,439,2.106736088512854
cell_00046.png,0.5481366459627329,1.396583850931677,0.048757763975155285,0.1077639751552795,0.0,460,2.1012422360248446
cell_00091.tif,0.4671814671814672,1.4054054054054055,0.042471042471042476,0.138996138996139,0.0,37,2.054054054054054
cell_00035.tiff,0.4773109243697479,1.5176470588235293,0.0,0.028571428571428574,0.0,85,2.023529411764706
cell_00096.tif,0.38730158730158726,1.4031746031746033,0.031746031746031744,0.13015873015873017,0.0,45,1.9523809523809526
cell_00049.png,0.48746200607902734,1.291033434650456,0.0060790273556231,0.15919452887537994,0.0,376,1.9437689969604863
cell_00033.tiff,0.5201465201465202,1.291819291819292,0.029304029304029307,0.05982905982905983,0.0,117,1.9010989010989012
cell_00032.tiff,0.5507389162561577,1.1655172413793105,0.013793103448275862,0.0729064039408867,0.0,145,1.8029556650246308
cell_00026.png,0.3593073593073593,1.251082251082251,0.06493506493506494,0.09523809523809523,0.0,33,1.7705627705627704
cell_00081.tif,0.5244618395303327,1.2093933463796478,0.0136986301369863,0.021526418786692758,0.0,73,1.7690802348336596
cell_00031.tiff,0.5979469632164243,1.0650128314798972,0.018819503849443968,0.07442258340461934,0.0,167,1.7562018819503846
cell_00043.png,0.44502164502164504,1.1714285714285715,0.032034632034632034,0.08225108225108226,0.0,330,1.730735930735931
cell_00094.tif,0.21428571428571427,1.4285714285714286,0.02040816326530612,0.04081632653061224,0.0,14,1.7040816326530612
cell_00089.tif,0.40233236151603496,1.1574344023323615,0.011661807580174927,0.09912536443148688,0.0,49,1.6705539358600583
cell_00002.png,0.29365079365079366,1.1547619047619047,0.0992063492063492,0.10714285714285714,0.0,36,1.6547619047619049
cell_00100.tif,0.9854819976771196,0.4901277584204413,0.11846689895470384,0.05110336817653891,0.0,492,1.6451800232288036
cell_00066.png,0.4136166863439591,1.0735930735930737,0.024399842581660763,0.10232192050373869,0.0,363,1.6139315230224323
cell_00076.tif,0.3095238095238095,1.2936507936507937,0.0,0.0,0.0,18,1.6031746031746033
cell_00090.tif,0.35714285714285715,1.217857142857143,0.0071428571428571435,0.017857142857142856,0.0,40,1.6
cell_00034.tiff,0.453125,1.0066964285714286,0.017857142857142856,0.018973214285714284,0.0,128,1.4966517857142856
cell_00063.png,0.4054794520547945,0.9455968688845401,0.02035225048923679,0.11702544031311155,0.0,365,1.488454011741683
cell_00084.tif,0.27210884353741494,1.0918367346938775,0.027210884353741496,0.08503401360544217,0.0,42,1.476190476190476
cell_00087.tif,0.30612244897959184,1.0680272108843536,0.023809523809523808,0.05442176870748299,0.0,42,1.452380952380952
cell_00075.tif,0.5294705294705294,0.8291708291708292,0.013986013986013986,0.012987012987012988,0.0,143,1.3856143856143854
cell_00051.png,0.3774710928757926,0.8761656098470719,0.008951883625512868,0.09399477806788512,0.0,383,1.3565833644162626
cell_00086.tif,0.27242524916943517,1.0,0.013289036544850499,0.06976744186046512,0.0,43,1.3554817275747508
cell_00085.tif,0.29841269841269835,0.9619047619047619,0.028571428571428574,0.06349206349206349,0.0,45,1.3523809523809522
cell_00009.png,0.16834838024429105,0.33616569304301647,0.0,0.002655337227827934,0.0,269,0.5071694105151354
