model,image,false_negative_count,false_positive_count,under_segmentation_count,over_segmentation_count,false_negative_rate,false_positive_rate,under_segmentation_rate,over_segmentation_rate,boundary_f1,gt_num_cells,pred_num_cells,cell_count_error
nnunet,cell_00098.tif,4,12,0,2,0.15384615384615385,0.46153846153846156,0.0,0.07692307692307693,0,26,34,8
nnunet,cell_00099.tif,122,401,0,30,0.5169491525423728,1.6991525423728813,0.0,0.1271186440677966,0,236,515,279
nnunet,cell_00100.tif,492,20,0,0,1.0,0.04065040650406504,0.0,0.0,0,492,20,-472
nnunet,cell_00101.tif,367,2187,2,3,0.3760245901639344,2.24077868852459,0.004098360655737705,0.0030737704918032786,0,976,2796,1820
sac,cell_00001.tiff,5,190,0,4,0.8333333333333334,31.666666666666668,0.0,0.6666666666666666,0,6,191,185
sac,cell_00002.png,36,0,0,0,1.0,0.0,0.0,0.0,0,36,0,-36
sac,cell_00003.tiff,17,107,0,2,1.0,6.294117647058823,0.0,0.11764705882352941,0,17,107,90
sac,cell_00004.png,15,511,0,0,1.0,34.06666666666667,0.0,0.0,0,15,511,496
sac,cell_00005.png,26,569,0,0,0.9629629629629629,21.074074074074073,0.0,0.0,0,27,570,543
sac,cell_00006.png,22,0,0,0,1.0,0.0,0.0,0.0,0,22,0,-22
sac,cell_00007.tiff,12,180,0,7,1.0,15.0,0.0,0.5833333333333334,0,12,180,168
sac,cell_00008.tiff,13,234,0,4,1.0,18.0,0.0,0.3076923076923077,0,13,234,221
sac,cell_00009.png,269,475,0,0,1.0,1.7657992565055762,0.0,0.0,0,269,475,206
sac,cell_00010.png,77,11,0,0,1.0,0.14285714285714285,0.0,0.0,0,77,11,-66
sac,cell_00011.png,14,584,0,0,0.9333333333333333,38.93333333333333,0.0,0.0,0,15,585,570
sac,cell_00012.png,54,389,2,7,1.0,7.203703703703703,0.07407407407407407,0.12962962962962962,0,54,389,335
sac,cell_00013.tiff,17,179,1,8,1.0,10.529411764705882,0.17647058823529413,0.47058823529411764,0,17,179,162
sac,cell_00014.tiff,9,202,0,4,1.0,22.444444444444443,0.0,0.4444444444444444,0,9,202,193
sac,cell_00015.png,16,380,0,0,1.0,23.75,0.0,0.0,0,16,380,364
sac,cell_00016.tiff,8,162,1,5,1.0,20.25,0.25,0.625,0,8,162,154
sac,cell_00017.png,22,475,0,0,1.0,21.59090909090909,0.0,0.0,0,22,475,453
sac,cell_00018.tiff,16,184,0,7,1.0,11.5,0.0,0.4375,0,16,184,168
sac,cell_00019.tiff,9,97,0,1,1.0,10.777777777777779,0.0,0.1111111111111111,0,9,97,88
sac,cell_00020.tiff,10,107,0,3,1.0,10.7,0.0,0.3,0,10,107,97
sac,cell_00021.tiff,14,158,1,5,0.9333333333333333,10.533333333333333,0.26666666666666666,0.3333333333333333,0,15,159,144
sac,cell_00022.tiff,16,164,1,8,0.9411764705882353,9.647058823529411,0.11764705882352941,0.47058823529411764,0,17,165,148
sac,cell_00023.tiff,19,173,1,5,1.0,9.105263157894736,0.10526315789473684,0.2631578947368421,0,19,173,154
sac,cell_00024.tiff,12,192,0,6,1.0,16.0,0.0,0.5,0,12,192,180
sac,cell_00025.png,35,0,0,0,1.0,0.0,0.0,0.0,0,35,0,-35
sac,cell_00026.png,33,0,0,0,1.0,0.0,0.0,0.0,0,33,0,-33
sac,cell_00027.tiff,46,88,0,0,1.0,1.9130434782608696,0.0,0.0,0,46,88,42
sac,cell_00028.tiff,113,198,1,1,1.0,1.752212389380531,0.017699115044247787,0.008849557522123894,0,113,198,85
sac,cell_00029.tiff,81,240,0,0,1.0,2.962962962962963,0.0,0.0,0,81,240,159
